Foundation EIN,Foundation name,Foundation city,Foundation state,Foundation county,Foundation.Year formed,Foundation.Most recent tax filings,"Foundation.NTEE code, primary","Foundation.NAICS code, primary",Foundation.Total revenues,Foundation.Total liabilities,Foundation revenues,Foundation assets,Foundation Grant geographic focus,Foundation Total num. grants made,Grant recipient EIN,Grant recipient name,Grant amounts,Fiscal year when grants made,Recipient.Street address,Recipient.City,Recipient.Zip code,Recipient.County,Recipient.Year formed,Recipient.Most recent tax filings,"Recipient.NTEE code, primary","Recipient.NAICS code, primary",Recipient.Has full-time employees,Recipient.Has endowment support,Recipient.Federal funding types,Recipient.Total assets,Recipient.Total revenues,Recipient.Total liabilities,Recipient.Total expenses,Recipient.Number of grants made,Recipient.Median grant amount
84-4188333,Rad Morgan Family Foundation,"Yucaipa, California",CA,"San Bernardino County, California",2021,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,100000,0,100000,421091,Metro,4,46-0583486,Banglahelp,3000,12/1/2023,1233 Brookside Ave Ste B,Redlands,92373,"San Bernardino County, California",2012,12/1/2023,"Q30: International Development, Relief Services",813319: Social Advocacy Organizations,No,No,,163778,156841,0,248463,,
27-4314090,Steffen Foundation,"Wildomar, California",CA,"Riverside County, California",2014,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,270504,0,270504,1306600,Metro,27,46-4215356,Equu8 Horsemanship and Therapeutic Riding,2875,12/1/2023,PO Box 703,Big Bear City,92314,"San Bernardino County, California",2014,12/1/2024,"W00: Public Policy, Public Services Institutions: General",713910: Golf Courses and Country Clubs,No,No,Contract; Purchase order,123233,169563,39539,146103,,
26-0007978,The Paul D Ware Foundation,"Highland, California",CA,"San Bernardino County, California",2003,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,86111,0,86111,1216551,Metro,18,95-1655614,Family Service Association of Redlands,2765,12/1/2023,612 Lawton Ave,Redlands,92374,"San Bernardino County, California",1898,12/1/2023,P20: Human Service Organizations,624190: Individual and Family Services,Yes,Yes,Formula grant; Grant; Sub-grant,5729329,2068592,819535,2112035,,
26-0007978,The Paul D Ware Foundation,"Highland, California",CA,"San Bernardino County, California",2003,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,86111,0,86111,1216551,Metro,18,46-3214504,Loma Linda University Children's Hospital,2714,12/1/2023,197 E Caroline St 2100,San Bernardino,92408,"San Bernardino County, California",2013,6/1/2023,"E24: Hospital, Specialty",622: Hospitals,Yes,No,,988407903,675339021,448563250,619015231,,
92-1586861,The Irmgard Cheek Foundation,"Palm Desert, California",CA,"Riverside County, California",2023,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,293622,0,293622,1594961,State,12,33-0241242,Friends of the Desert Mountains,2710,12/1/2023,PO Box 1281,Palm Desert,92261,"Riverside County, California",1987,12/1/2024,C34: Land Resources Conservation,"813312: Environment, Conservation, and Wildlife Organizations",Yes,Yes,Grant; Cooperative agreement,24407089,1139044,72661,1650121,,
52-1757452,HN and Frances C Berger Foundation,"Palm Desert, California",CA,"Riverside County, California",1996,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,27759670,2040450,27759670,489101990,Metro,121,95-2684844,Coachella Valley Rescue Mission,2500,12/1/2023,47-470 Van Buren,Indio,92201,"Riverside County, California",1971,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,No,Formula grant; Grant; Sub-grant,21510949,15032740,627122,14472192,,
92-1586861,The Irmgard Cheek Foundation,"Palm Desert, California",CA,"Riverside County, California",2023,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,293622,0,293622,1594961,State,12,33-0241242,Friends of the Desert Mountains,2500,12/1/2024,PO Box 1281,Palm Desert,92261,"Riverside County, California",1987,12/1/2024,C34: Land Resources Conservation,"813312: Environment, Conservation, and Wildlife Organizations",Yes,Yes,Grant; Cooperative agreement,24407089,1139044,72661,1650121,,
92-1586861,The Irmgard Cheek Foundation,"Palm Desert, California",CA,"Riverside County, California",2023,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,293622,0,293622,1594961,State,12,95-3673295,Family Ymca of the Desert,2500,12/1/2024,43930 San Pablo Ave,Palm Desert,92260,"Riverside County, California",1982,6/1/2024,P20: Human Service Organizations,713940: Fitness and Recreational Sports Centers,Yes,No,Formula grant; Block grant; Grant; Sub-grant,5463172,9389030,1652530,9403683,,
20-3905708,Buster Family Foundation,"Redlands, California",CA,"San Bernardino County, California",2007,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,53554,0,53554,1158191,Metro,14,95-3814898,Coachella Valley Housing Coalition,2500,12/1/2024,45-701 Monroe St G,Indio,92201,"Riverside County, California",1982,9/1/2024,L80: Housing Support Services,62422: Community Housing Services,Yes,No,Project grant; Direct payment; Grant; Sub-grant,170669739,23439657,79347789,22474973,,
20-5664114,Provident Savings Bank Charitable Foundation,"Riverside, California",CA,"Riverside County, California",2007,5/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,47145,0,47145,516098,Metro,9,83-3903493,Microenterprise Collaborative of Inland Southern California,2500,5/1/2024,14050 Cherry Ave PMB 1108 Ste R,Fontana,92337,"San Bernardino County, California",2019,12/1/2023,"S43: Management Services for Small Business, Entrepreneurs",624190: Individual and Family Services,No,No,,684021,187555,11559,293283,2,22300
20-5664114,Provident Savings Bank Charitable Foundation,"Riverside, California",CA,"Riverside County, California",2007,5/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,47145,0,47145,516098,Metro,9,95-1904692,Riverside Art Museum,2500,5/1/2023,3425 Mission Inn Ave,Riverside,92501,"Riverside County, California",1954,8/1/2024,A51: Art Museums,"7121: Museums, Historical Sites, and Similar Institutions",Yes,Yes,Project grant; Grant,5979593,4882168,532092,4922702,1,34721
20-5664114,Provident Savings Bank Charitable Foundation,"Riverside, California",CA,"Riverside County, California",2007,5/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,47145,0,47145,516098,Metro,9,33-0654219,California Teachers Association - Riverside Community College Chapter,2500,5/1/2024,4800 Magnolia Ave,Riverside,92506,"Riverside County, California",1976,8/1/2024,"J40: Labor unions, organizations",813920: Professional Associations,No,No,,235308,37470,0,44837,,
95-6067230,The Beaver Medical Clinic Foundation,"Redlands, California",CA,"San Bernardino County, California",1964,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,155388,0,155388,1024866,Metro,19,95-3743573,Yucaipa Valley Scholarship Foundation,2500,6/1/2023,PO Box 966,Yucaipa,92399,"San Bernardino County, California",1983,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,No,No,,471205,14913,0,39554,1,33500
95-6067230,The Beaver Medical Clinic Foundation,"Redlands, California",CA,"San Bernardino County, California",1964,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,155388,0,155388,1024866,Metro,19,23-7358556,San Bernardino Community Scholarship Association,2500,6/1/2023,777 N F St,San Bernardino,92410,"San Bernardino County, California",2010,4/1/2024,"B82: Scholarships, Student Financial Aid Services",813211: Grantmaking Foundations,No,Yes,,2733804,511068,0,270803,,
95-6067230,The Beaver Medical Clinic Foundation,"Redlands, California",CA,"San Bernardino County, California",1964,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,155388,0,155388,1024866,Metro,19,23-7358556,San Bernardino Community Scholarship Association,2500,6/1/2024,777 N F St,San Bernardino,92410,"San Bernardino County, California",2010,4/1/2024,"B82: Scholarships, Student Financial Aid Services",813211: Grantmaking Foundations,No,Yes,,2733804,511068,0,270803,,
81-0742396,Mozoras Family Foundation,"Indian Wells, California",CA,"Riverside County, California",2017,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,19988,0,19988,2553164,Metro,6,95-3622332,The Joslyn Center,2500,12/1/2023,73750 Catalina Way,Palm Desert,92260,"Riverside County, California",1981,6/1/2024,P81: Senior Centers and Services,624120: Services for the Elderly and People with Disabilities,Yes,No,Formula grant; Grant; Sub-grant,2913281,1820101,90775,1474340,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,47-1406641,Read With Me Volunteer Programs,2500,11/1/2024,42600 Cook St 125,Palm Desert,92211,"Riverside County, California",2014,6/1/2024,"B92: Remedial Reading, Reading Encouragement Programs",624110: Child and Youth Services,Yes,No,,494587,652385,4016,588444,1,8000
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,33-0777892,Martha's Village and Kitchen,2500,11/1/2023,83-791 Date Ave,Indio,92201,"Riverside County, California",1997,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Formula grant; Grant; Sub-grant,15011613,12097601,6178024,11700562,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,45-5473347,Boo2bullying,2500,11/1/2024,2200 Acacia Rd E,Palm Springs,92262,"Riverside County, California",2012,12/1/2024,I20: Crime Prevention,813319: Social Advocacy Organizations,Yes,No,,5054,63891,203284,79452,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,23-7259517,Desert Access and Mobility,2500,11/1/2023,471 E Tahquitz Canyon Way 218,Palm Springs,92262,"Riverside County, California",1972,6/1/2023,G40: Diseases of Specific Organs,624120: Services for the Elderly and People with Disabilities,No,No,Project grant; Formula grant; Grant; Sub-grant,60110,67072,19370,145865,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,81-2573032,Fenixia Foundation,2500,11/1/2024,73638 Picasso Dr,Palm Desert,92211,"Riverside County, California",2016,12/1/2024,P80: Services to Promote the Independence of Specific Population Groups,813212: Health and Disease Research Fundraising Organizations,No,No,,72252,97699,0,84690,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,85-0873540,So Cal Adapted Sports,2500,11/1/2023,43450 Illinois,Palm Desert,92211,"Riverside County, California",2020,6/1/2024,N70: Amateur Sports Competitions,713940: Fitness and Recreational Sports Centers,Yes,No,,128922,162038,0,145727,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,85-0873540,So Cal Adapted Sports,2500,11/1/2024,43450 Illinois,Palm Desert,92211,"Riverside County, California",2020,6/1/2024,N70: Amateur Sports Competitions,713940: Fitness and Recreational Sports Centers,Yes,No,,128922,162038,0,145727,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,33-0880635,Act for Multiple Sclerosis,2500,11/1/2023,73710 Fred Waring Dr Ste 118,Palm Desert,92260,"Riverside County, California",1999,12/1/2023,"G50: Nerve, Muscle, and Bone Diseases",813212: Health and Disease Research Fundraising Organizations,No,No,,181022,291497,0,259591,,
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,55-0914693,Palm Springs Cultural Center,2500,12/1/2023,2300 E Baristo Rd,Palm Springs,92262,"Riverside County, California",2006,12/1/2023,"A20: Arts, Cultural Organizations","7121: Museums, Historical Sites, and Similar Institutions",Yes,No,,4689002,1885859,1073967,2164515,,
94-3301040,Wingate Foundation,"Riverside, California",CA,"Riverside County, California",1999,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,438692,15229,438692,4057651,Metro,10,33-0123387,Community Circus Arts Corporation,2500,12/1/2023,31498 Knoll Dr,Redlands,92373,"San Bernardino County, California",1992,6/1/2025,Z99: ,,No,No,,,,,,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,33-0025613,Virginia Waring International Piano Competition,2500,11/1/2023,1276 N Palm Canyon Dr Ste 210,Palm Springs,92262,"Riverside County, California",1982,6/1/2024,A68: Music,711130: Musical Groups and Artists,Yes,No,,966804,836992,2958,322758,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,46-4126845,Green Room Theatre Company,2500,11/1/2024,74300 Old Prospector Trail,Palm Desert,92260,"Riverside County, California",2013,7/1/2024,A65: Theater,711110: Theater Companies and Dinner Theaters,Yes,No,,178603,513689,0,419422,,
41-2113946,The Ac and Shaughne S Warnack Foundation,"Palm Desert, California",CA,"Riverside County, California",2004,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,68748,0,68748,2409303,Metro,24,47-4515611,Barkee Larouxs House of Love Animal Sanctuary,2500,12/1/2023,PO Box 2845,Palm Springs,92263,"Riverside County, California",2019,12/1/2022,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,,4040,63346,0,61062,,
36-4120417,Berger Family Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1997,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,60048,0,60048,1600371,National,24,95-3015930,Temple Sinai-Jewish Community Center of Palm Desert,2500,12/1/2023,73251 Hovley LN West,Palm Desert,92260,"Riverside County, California",1976,,X30: Jewish,813110: Religious Organizations,No,No,Grant; Project grant; Sub-grant,,,,,,
36-4120417,Berger Family Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1997,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,60048,0,60048,1600371,National,24,95-3015930,Temple Sinai-Jewish Community Center of Palm Desert,2500,12/1/2024,73251 Hovley LN West,Palm Desert,92260,"Riverside County, California",1976,,X30: Jewish,813110: Religious Organizations,No,No,Grant; Project grant; Sub-grant,,,,,,
81-1560519,TMI Charitable Foundation,"Big Bear Lake, California",CA,"San Bernardino County, California",2016,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,79360,0,79360,1724668,State,18,95-3874297,Bear Valley Meals on Wheels,2500,12/1/2024,PO Box 6378,Big Bear Lake,92315,"San Bernardino County, California",1986,6/1/2024,"K30: Food Service, Free Food Distribution Programs",624210: Community Food Services,No,No,,82131,56660,0,73450,,
81-1560519,TMI Charitable Foundation,"Big Bear Lake, California",CA,"San Bernardino County, California",2016,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,79360,0,79360,1724668,State,18,81-3044392,Elder Love USA,2500,12/1/2024,41550 Eclectic St,Palm Desert,92260,"Riverside County, California",2016,12/1/2023,P81: Senior Centers and Services,624120: Services for the Elderly and People with Disabilities,Yes,No,,134708,338174,0,361312,,
33-0441991,Kali Pradip Chaudhuri Foundation,"Hemet, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,23,1005000,23,7111208,Metro,4,33-0134768,Hindu Society of Inland Empire,2500,12/1/2023,9292 Magnolia Ave,Riverside,92503,"Riverside County, California",1985,,X00: Religion: General,813110: Religious Organizations,No,No,,,,,,,
37-1705906,Loma Linda University Med Cntr-Murrieta,"San Bernardino, California",CA,"San Bernardino County, California",2012,6/1/2024,E31: Group Health Practice,622: Hospitals,319697093,478282883,319697093,296326658,Metro,1,33-0428745,Economic Development Coalition,2500,6/1/2023,43200 Business Park Dr,Temecula,92590,"Riverside County, California",1990,6/1/2024,S40: Business and Industry,926110: Economic Development Corporations and Economic Program Organizations,No,No,,147647,342378,23798,340827,,
