EIN,Org name,Acronym,Website URL,Street address,City,Zip code,County,Year formed,Most recent tax filings,"NTEE code, primary","NAICS code, primary",California FTB status revoked,Has full-time employees,Has endowment support,Federal funding types,Total assets,Total revenues,Number of grants received,"Total grants, contributions, etc.: Percent of revenues",Total liabilities,Total expenses,Total general management expenses: Percent of expenses,Total program-related expenses: Percent of expenses,"All salaries, compensation, and employee benefits: Percent of expenses",Number of grants made,Median grant amount
45-1498212,Mamysh,,https://mamysh.com/,133 E La Deney Dr,Ontario,91764,"San Bernardino County, California",2011,12/1/2024,P40: Family Services,,No,No,No,,,,1,,,,,,,,
36-4888474,Banning Chamber of Commerce,,https://www.thebanningchamber.com/,60 E Ramsey St,Banning,92220,"Riverside County, California",2017,12/1/2024,Z99: ,,No,Yes,No,,101902,215784,0,21.02472843,389,212048,23.30321437,76.69678563,36.69923791,,
36-4866953,Get in Motion Entrepreneurs,,https://gogetinmotion.com/,29110 Fall River LN,Menifee,92584,"Riverside County, California",2017,12/1/2024,S40: Business and Industry,,No,No,No,,,,1,,,,,,,,
33-0655309,Riverside Temple Beth El Capital Improvement Trust,,,2675 Central Ave,Riverside,92506,"Riverside County, California",1995,12/1/2024,X20: Christian,,No,No,No,,,,1,,,,,,,,
33-0409158,Pass Chorale,,,PO Box 589,Beaumont,92223,"Riverside County, California",1991,12/1/2024,Z99: ,,No,No,No,,,,1,,,,,,,,
33-0128660,Bear Valley Community Hospital Auxiliary,,,PO Box 887,Big Bear Lake,92315,"San Bernardino County, California",1986,12/1/2024,Z99: ,,No,No,No,,,,1,,,,,,,,
26-2127038,Dachshund Paws and Pals,,https://www.dachshundpaws.org/,7419 3rd Ave,Hesperia,92345,"San Bernardino County, California",2011,12/1/2024,D20: Animal Protection and Welfare,,No,No,No,,,,1,,,,,,,,
26-0090283,American Association of Zoo Keepers / The Living Desert Reserve,,,47900 Portola Ave,Palm Desert,92260,"Riverside County, California",1992,12/1/2024,"D30: Wildlife Preservation, Protection",813920: Professional Associations,No,No,No,,,,3,,,,,,,,
20-8715928,Eek Fitness,,https://www.eekfitness.com/,PO Box 185,San Jacinto,92581,"Riverside County, California",2008,12/1/2024,N30: Physical Fitness and Community Recreational Facilities,713940: Fitness and Recreational Sports Centers,No,No,No,,,,1,,,,,,,,
20-5425346,Evelyn E Perkins Scholarship Foundation,,https://www.evelyneperkinsfoundation.org/,PO Box 714,RCH Cucamonga,91729,"San Bernardino County, California",2007,12/1/2024,"B82: Scholarships, Student Financial Aid Services",,No,No,No,,,,1,,,,,,,,
20-0403272,Desert Film Society,,http://www.desertfilmsociety.org/,8 Eiffel CT,Rancho Mirage,92270,"Riverside County, California",2004,12/1/2024,"A25: Arts Education, Schools of Art",,No,No,No,,,,1,,,,,,,,
46-3367995,Refuge Ranch,,https://www.refugeranchca.com/,50148 29 Palms Hwy,Morongo Valley,92256,"San Bernardino County, California",2014,1/1/2025,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,18214,149215,0,88.32892136,0,148414,,94.33072352,53.20791839,,
81-2793498,Ramona Football Booster Club,,,5546 Wayman St,Riverside,92504,"Riverside County, California",2005,1/1/2025,"N65: Football Clubs, Leagues",813410: Civic and Social Organizations,No,No,No,,19165,56452,0,43.30404592,0,56999,,45.9867717,0,,
93-1488090,FDR Foundation,,,1042 N Mountain Ave Ste B469,Upland,91786,"San Bernardino County, California",2023,1/1/2025,P50: Personal Social Services,813212: Health and Disease Research Fundraising Organizations,No,No,No,,29365,119633,0,82.4446432,500,101805,5.65689308,51.72732184,0,,
93-2382074,Countyline Community,,,13189 Serape CT,Yucaipa,92399,"San Bernardino County, California",2023,1/1/2025,"S20: Community, Neighborhood Development, Improvement",813410: Civic and Social Organizations,No,No,No,,33947,88544,0,0,0,73706,,0,10.85393319,,
99-1079526,Phenix Gateway,,,3453 Durahart St,Riverside,92507,"Riverside County, California",2024,1/1/2025,J22: Employment Training,611430: Professional and Management Development Training,No,No,No,,64483,62349,0,100,9982,7848,,99.9872579,0,,
33-0256348,Cove Community Youth Soccer Assoc,,,44489 Town Ctr Way Ste D322,Palm Desert,92260,"Riverside County, California",1988,1/1/2025,"N64: Soccer Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,226132,719630,0,3.216930923,0,629540,10.3046669,85.03907615,0,,
94-6124174,Martin Field Foundation,,,75280 Purple Hills Rd,Indian Wells,92210,"Riverside County, California",1966,2/1/2025,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,526787,27804,0,0,0,28291,,,0,13,1050
95-3274031,Lake Arrowhead Country Club,LACC,https://lakearrowheadcc.com/,PO Box 670,Lake Arrowhead,92352,"San Bernardino County, California",1978,2/1/2025,"N50: Recreational, Pleasure, or Social Club",713910: Golf Courses and Country Clubs,No,Yes,No,,8652255,5723849,0,0,1720472,5911621,0,0,58.24520889,,
90-0988622,Brenda Travis Historical Education Fndtn,,,20023 Modoc Rd,Apple Valley,92308,"San Bernardino County, California",2014,2/1/2025,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,0,0,0,0,0,0,,,0,,
27-2224992,Military Childrens Charity,,http://www.militarychildrenscharity.org/,21985 Highland St Unit B,Wildomar,92595,"Riverside County, California",2010,2/1/2025,P50: Personal Social Services,624110: Child and Youth Services,No,No,No,,131,1210,0,100,11212,5312,93.7123494,0,0,,
26-0115931,De Luz Womens Club,,,PO Box 321,Temecula,92593,"Riverside County, California",2007,2/1/2025,S80: Community Service Clubs,813410: Civic and Social Organizations,Yes,No,No,,19936,12557,0,100,0,5052,,100,0,,
81-3940299,Childrens Services of the Desert,,https://www.childrensservicesofthedesert.com/,79440 Corporate Centre Dr 113,La Quinta,92253,"Riverside County, California",2016,2/1/2025,G84: Autism,624110: Child and Youth Services,No,No,No,,43951,45160,2,100,0,29695,,100,0,,
56-2339104,Futurenomic Resources Incorporated,,https://www.futurenomic.org/,41550 Eclectic St,Palm Desert,92260,"Riverside County, California",2019,2/1/2025,"A00: Arts, Culture, and Humanities: General",813410: Civic and Social Organizations,No,No,No,,101743,125000,0,100,0,114000,,0,57.01754386,,
33-0050516,Desert Communities Youth Soccer Assoc,,,PO Box 1865,Barstow,92312,"San Bernardino County, California",1985,2/1/2025,"N64: Soccer Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,106602,61074,0,0,0,56806,,95.79621871,0,,
33-0160721,Family CB and RV Jamboree,,,12234 Hesperia Rd,Victorville,92395,"San Bernardino County, California",1998,2/1/2025,"N52: Fair, County and Other",624110: Child and Youth Services,No,No,No,,128613,2320117,0,0,0,2462309,0.753398538,10.78524263,0,,
95-0541065,Benevolent and Protective Order of Elks - 643 Riverside,,https://www.elks.org/lodges/home.cfm?LodgeNumber=643,6166 Brockton Ave,Riverside,92506,"Riverside County, California",1904,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,521242,487010,2,0,380049,457169,0,0,15.10404249,,
95-1577317,Benevolent and Protective Order of Elks - 1740 Hemet,,https://www.elks.org/lodges/home.cfm?lodgenumber=1740,PO Box 596,Hemet,92546,"Riverside County, California",1948,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,541615,284505,1,0,142363,296520,0,0,14.64353163,,
95-3943502,Reach Ministries International,,https://www.reachministriesinternational.com/ministries/,C/O CRM PO Box 77160,Corona,92877,"Riverside County, California",1985,3/1/2025,X20: Christian,813110: Religious Organizations,No,Yes,No,,691345,729649,4,98.54642438,2176,313475,8.533375867,90.38870723,35.3559295,,
95-0541045,Benevolent and Protective Order of Elks - 1419 Ontario,,https://www.elks.org/lodges/home.cfm?lodgenumber=1419,PO Box 1419,Ontario,91762,"San Bernardino County, California",1921,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,699646,424042,1,0,115074,411064,0,0,20.8142771,,
95-0711492,Benevolent and Protective Order of Elks - 583 Redlands,,https://www.elks.org/,663 New York St,Redlands,92374,"San Bernardino County, California",1900,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,701605,529709,1,43.58185343,155680,523276,3.887814461,96.11218554,7.713138,,
95-1974698,Benevolent and Protective Order of Elks - 2045 Corona,,https://coronaelks.com/,912 E Sixth St,Corona,92879,"Riverside County, California",1957,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,826913,129265,2,0,288313,133944,0,0,4.120378666,,
95-3368097,Benevolent and Protective Order of Elks - 2591 Lake Elsinore Wildomar,,https://www.elks.org/lodges/home.cfm?LodgeNumber=2591,PO Box 1564,Wildomar,92595,"Riverside County, California",1979,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,1342920,297148,1,0,216785,361944,0,100,11.64627677,,
95-1785528,Benevolent and Protective Order of Elks - 1905 Palm Springs,,https://www.elks.org/,PO Box 5266,Palm Springs,92263,"Riverside County, California",1953,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,No,No,,2299979,51959,1,76.72203083,71225,176613,89.24711091,10.75288909,10.32200348,,
95-3474735,Oldtimers Housing Development Corporation of Chino,,,12855 Oaks St,Chino,91710,"San Bernardino County, California",1980,3/1/2025,L21: Public Housing Facilities,62422: Community Housing Services,No,Yes,No,,4641726,1814389,0,0,82113,1590154,31.49688647,68.50311353,23.01242521,,
95-1641910,Palm Springs International Film Society,,https://www.psfilmfest.org/,303 N Indian Canyon Dr FL 3,Palm Springs,92262,"Riverside County, California",1989,3/1/2025,"A31: Film, Video",512110: Motion Picture and Video Production,No,Yes,Yes,Project grant; Grant,7931901,5191296,13,69.51300793,533931,3706892,11.43896288,83.7825866,39.77377814,1,25000
46-4378913,Downtown Business Association of Barstow,,,201 N First Ave Suite B,Barstow,92311,"San Bernardino County, California",2024,3/1/2025,T20: Private Foundations,813211: Grantmaking Foundations,Yes,No,No,,277,4430,0,100,0,5153,,,0,,
91-2134372,Ayala Spirit Team,,,PO Box 275,Chino Hills,91709,"San Bernardino County, California",2004,3/1/2025,B11: Education Single Organization Support,813410: Civic and Social Organizations,No,No,No,,5950,65843,0,100,0,66957,1.784383496,70.01209732,0,,
95-3847654,Daggett Historical Society,,,PO Box 105,Daggett,92327,"San Bernardino County, California",2017,3/1/2025,"A80: Historical Societies, Historical Preservation","7121: Museums, Historical Sites, and Similar Institutions",No,No,No,,6859,2749,0,95.3073845,0,4444,,0,0,,
33-0617090,Riverside Dickens Festival,,https://dickensfest.com/,PO Box 113,Riverside,92502,"Riverside County, California",1994,3/1/2025,A70: Humanities Organizations,"7113: Promoters of Performing Arts, Sports, and Similar Events",No,No,No,,13463,41014,1,58.10698786,1171,33801,,66.13709654,0,,
99-2556383,Mother Nature Care,,,1973 Foothill Pkwy Unit 110 N464,Corona,92881,"Riverside County, California",2024,3/1/2025,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,16846,88876,0,100,0,99092,0,100,0,,
33-0549773,Chino Hills Junior All American Football,,,PO Box 1716,Chino Hills,91709,"San Bernardino County, California",1995,3/1/2025,"N65: Football Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",Yes,No,No,,19908,227468,0,100,0,292464,4.684337218,95.31566278,0,,
47-2818422,FTC Community Foundation,,,1681 Hillview PO Box 721300,Pinon Hills,92372,"San Bernardino County, California",2015,3/1/2025,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,23616,10000,0,100,0,11045,,,0,1,10000
95-4687946,Guang Jih Temple,,,1316 E 6th St,Beaumont,92223,"Riverside County, California",1999,3/1/2025,X50: Buddhist,813110: Religious Organizations,No,No,No,,25471,0,0,0,80000,16642,,0,77.62288187,,
87-2488449,ERHS Stangs BB,,,12672 Limonite Av 3e 510,Eastvale,92880,"Riverside County, California",2005,3/1/2025,B11: Education Single Organization Support,"713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,26008,48622,0,1.334786722,0,36830,,216.6467554,61.37659517,,
95-1627348,Benevolent and Protective Order of Elks - Elks Blythe Ca Lodge #1799,,https://www.elks.org/lodges/ContactUs.cfm?LodgeNumber=1799,PO Box 866,Blythe,92226,"Riverside County, California",1950,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,No,No,,54660,48580,0,53.62906546,9445,48451,0,0,0,,
38-4007720,Vela Youth Fund,,https://www.velayouthfund.org/,35937 Roosemont Dr,Palm Desert,92211,"Riverside County, California",2016,3/1/2025,"Q20: International Exchanges, Cultural Understanding",624110: Child and Youth Services,No,No,No,,78626,49250,0,97.56345178,0,66569,,9.867956556,0,,
33-0204792,Twentynine Palms Artists Guild,,https://29palmsartgallery.com/,74055 Cottonwood Dr,Twentynine Palms,92277,"San Bernardino County, California",1989,3/1/2025,A90: Arts Service Organizations and Activities,711130: Musical Groups and Artists,No,No,No,,89089,69916,0,58.38863779,3208,74758,,0,0,,
95-3161211,Benevolent and Protective Order of Elks - Yucca Valley Elks Association,,https://www.elks.org/lodges/home.cfm?LodgeNumber=2314,PO Box 2314,Yucca Valley,92286,"San Bernardino County, California",1868,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,124536,238371,1,45.51308674,19416,217311,86.24459875,13.75540125,27.41048543,,
95-1702882,Benevolent and Protective Order of Elks - Banning Beaumont Elks Lodge No,,,PO Box 3387,Beaumont,92223,"Riverside County, California",1959,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,179223,167503,1,27.43891154,30588,151038,90.31170964,9.688290364,21.37210503,,
33-0811435,Benevolent and Protective Order of Elks - 2801 Temecula Valley,,,PO Box 891641,Temecula,92589,"Riverside County, California",1998,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,No,No,,196475,76623,2,0,144497,101655,0,0,0,,
95-1933798,Benevolent and Protective Order of Elks - 2013 Fontana,,https://www.elks.org/lodges/home.cfm?lodgenumber=2013,PO Box 3517,Fontana,92334,"San Bernardino County, California",1956,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,222495,136449,0,0,104275,150642,0,0,9.889672203,,
95-1622482,Ben and Prot Order of Elks 1787,,,PO Box 1787,Big Bear Lake,92315,"San Bernardino County, California",1951,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,No,No,,223553,132292,0,17.32909019,38144,124434,13.9077744,73.92272209,0.698362184,1,10486
95-3768376,Benevolent and Protective Order of ELKs - 2646 HESPERIA,,,PO Box 1095,Hesperia,92345,"San Bernardino County, California",1986,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813930: Labor Unions,No,No,No,,231301,133280,1,10.41866747,25437,139889,0,0,10.91865694,,
23-7213396,Benevolent and Protective Order of Elks - 1608 Needles,,,1000 Lilly Hill Dr,Needles,92363,"San Bernardino County, California",1960,3/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,No,No,,368460,181292,0,5.240165038,17273,184639,0,93.66331057,6.336689432,,
23-7158609,Loyal Order of Moose - 2085,,https://www.mooseintl.org/location/2085-big-bear/,PO Box 308,Fawnskin,92333,"San Bernardino County, California",1972,4/1/2025,Y40: Fraternal Beneficiary Societies and Voluntary Employees Associations,813410: Civic and Social Organizations,No,Yes,No,,564015,190891,0,7.667726608,3548,189739,0,100,31.56652033,,
95-6209172,Friends of the Upland Public Library,,,450 N Euclid Ave,Upland,91786,"San Bernardino County, California",1968,4/1/2025,"B70: Libraries, Library Science",813110: Religious Organizations,No,No,No,,575910,197562,1,82.27189439,0,137378,0,100,0,,
95-6340118,Sportsmans Club of Joshua Tree,,,PO Box 696,Joshua Tree,92252,"San Bernardino County, California",2004,4/1/2025,N61: Fishing and Hunting Clubs,813410: Civic and Social Organizations,No,No,No,,2202969,125165,0,0.987496505,0,59668,12.85278541,87.14721459,0,,
95-6225425,Thagard Foundation,,,13733 Valley Blvd,Fontana,92335,"San Bernardino County, California",1968,4/1/2025,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,3690890,467301,0,0,0,342873,,,20.12406926,32,6000
82-0609341,2 Livvv,,https://www.2livvv.org/,8389 Hunter Dr,Rancho Cucamonga,91701,"San Bernardino County, California",2017,4/1/2025,"A60: Performing Arts Organizations, Activities","7113: Promoters of Performing Arts, Sports, and Similar Events",Yes,No,No,,1335,16266,0,17.34907168,0,15848,20.00252398,79.99747602,34.07370015,,
